region_id,total_housing_units,1_room,2_rooms,3_rooms,4_rooms,5_rooms,6_rooms,7_rooms,8_rooms,9_rooms,10_and_above
LK_5133020,163,17,29,67,35,12,2,1,0,0,0
LK_5133005,250,61,77,79,26,3,2,1,0,0,1
LK_5133025,187,47,38,60,25,16,1,0,0,0,0
LK_5133085,184,74,47,59,2,1,0,0,0,0,1
LK_5133080,112,46,20,41,5,0,0,0,0,0,0
LK_5133185,269,76,114,56,21,1,0,0,0,0,1
LK_5133180,197,91,55,37,11,1,0,1,0,0,1
LK_5133170,278,68,44,79,63,22,2,0,0,0,0
LK_5133110,287,37,42,126,31,45,5,0,0,1,0
LK_5133030,309,56,31,95,73,42,5,3,3,0,1
LK_5133165,337,63,65,98,68,31,8,2,1,0,1
LK_5133050,291,37,24,55,77,49,38,10,1,0,0
LK_5133060,128,23,14,63,23,4,1,0,0,0,0
LK_5133035,201,17,48,60,40,16,11,6,1,1,1
LK_5133055,173,27,34,47,44,13,4,4,0,0,0
LK_5133175,368,59,47,105,100,54,2,1,0,0,0
LK_5133155,170,6,22,29,56,27,13,10,4,1,2
LK_5133115,246,56,102,55,28,4,1,0,0,0,0
LK_5133070,364,97,71,83,75,34,2,1,0,0,1
LK_5133150,231,40,43,43,69,28,7,0,0,0,1
LK_5133075,101,19,23,21,37,1,0,0,0,0,0
LK_5133065,143,41,22,50,22,7,0,0,0,1,0
LK_5133120,353,20,31,70,60,98,40,27,5,0,2
LK_5133015,190,60,89,37,4,0,0,0,0,0,0
LK_5133135,231,76,37,95,21,1,0,0,1,0,0
LK_5133010,358,121,41,77,74,25,13,6,0,0,1
LK_5133210,168,38,21,39,62,8,0,0,0,0,0
LK_5133130,197,16,16,51,63,35,13,3,0,0,0
LK_5136095,345,21,12,123,105,54,19,7,3,0,1
LK_5136160,254,24,20,82,60,46,12,3,4,2,1
LK_5136100,772,105,81,274,148,106,38,11,4,1,4
LK_5136210,310,83,50,71,51,47,5,3,0,0,0
LK_5136105,462,6,10,111,160,98,55,11,10,1,0
LK_5136195,270,25,5,43,100,67,22,6,2,0,0
LK_5136190,312,14,12,63,91,81,30,11,8,0,2
LK_5136035,160,21,19,13,45,21,26,10,3,1,1
LK_5136150,238,32,32,48,47,56,16,3,4,0,0
LK_5136225,321,25,11,49,134,81,17,3,0,0,1
LK_5136155,386,23,11,104,203,37,7,0,0,0,1
LK_5136200,267,33,11,129,80,9,2,0,1,2,0
LK_5136205,194,15,5,34,63,59,15,1,2,0,0
LK_5136135,342,110,84,41,72,20,10,4,1,0,0
LK_5136055,277,5,18,40,36,74,59,36,7,1,1
LK_5136130,271,25,8,33,70,83,45,6,0,0,1
LK_5136050,397,27,29,71,108,67,58,28,5,3,1
LK_5136170,249,5,9,26,58,101,33,7,5,5,0
LK_5136075,364,55,22,24,137,98,19,5,3,1,0
LK_5136115,437,66,61,94,109,77,23,4,2,0,1
LK_5136175,233,7,17,68,82,34,15,7,3,0,0
LK_5136110,512,66,196,59,85,91,8,5,1,0,1
LK_5136220,200,14,34,48,57,34,7,5,1,0,0
LK_5136080,408,42,17,101,131,83,30,4,0,0,0
LK_5136085,272,40,45,84,65,31,3,4,0,0,0
LK_5136030,264,34,17,49,58,45,29,25,5,2,0
LK_5136145,434,160,85,113,60,8,7,0,0,0,1
LK_5136165,201,87,8,36,30,21,12,7,0,0,0
LK_5136020,453,43,37,67,140,108,33,11,6,3,5
LK_5136010,177,2,1,16,48,61,21,18,4,4,2
LK_5136140,297,139,12,68,37,28,7,4,1,1,0
LK_5136025,445,41,52,77,151,78,28,6,9,1,2
LK_5136215,214,67,26,54,50,15,1,1,0,0,0
LK_5136180,266,9,13,69,86,47,28,10,2,0,2
LK_5136185,276,4,13,50,73,69,34,23,6,3,1
LK_5136070,432,42,45,144,106,46,33,10,6,0,0
LK_5136045,228,23,17,61,69,24,18,7,4,2,3
LK_5136125,202,22,18,28,46,68,14,4,0,1,1
LK_5136090,213,18,19,47,54,50,20,4,1,0,0
LK_5136040,260,103,19,76,29,25,6,0,1,1,0
LK_5136015,465,27,33,78,191,86,26,15,5,0,4
LK_5136120,269,30,23,35,109,56,15,1,0,0,0
LK_5136065,272,9,13,55,88,87,12,6,2,0,0
LK_5136005,256,20,15,49,80,57,18,12,4,0,1
LK_5136060,288,28,21,80,52,55,35,13,3,0,1
LK_5203005,1065,27,105,212,182,252,159,92,24,5,7
LK_5203010,1104,60,80,142,235,284,205,71,24,2,1
LK_5203020,2884,188,269,541,644,581,457,162,32,8,2
LK_5203015,1974,69,182,294,387,410,389,164,52,18,9
LK_5203040,886,43,53,130,208,203,160,67,16,5,1
LK_5203065,665,27,66,102,124,131,130,61,21,1,2
LK_5203045,1251,49,133,255,272,262,175,75,25,3,2
LK_5203025,1091,62,97,240,229,231,146,49,25,8,4
LK_5203060,808,38,54,89,141,177,185,79,32,7,6
LK_5203030,992,81,129,194,192,166,146,60,16,5,3
LK_5203055,749,14,54,117,129,168,159,89,15,2,2
LK_5203035,1107,34,105,171,211,299,194,64,25,3,1
LK_5203050,1249,89,247,314,183,217,115,59,17,4,4
LK_5206030,253,24,50,61,47,40,19,8,3,0,1
LK_5206005,287,17,26,70,55,46,38,27,7,0,1
LK_5206015,246,16,43,55,52,30,30,16,1,2,1
LK_5206025,140,2,16,35,27,27,26,6,0,0,1
LK_5206035,354,19,44,94,66,60,40,22,6,3,0
LK_5206020,283,18,22,77,60,45,41,11,5,2,2
LK_5206100,231,6,24,75,55,37,22,11,1,0,0
LK_5206060,290,13,44,83,66,48,28,8,0,0,0
LK_5206090,196,14,57,37,53,23,9,1,2,0,0
LK_5206070,235,8,34,56,49,35,26,22,4,1,0
LK_5206095,205,10,21,79,44,31,14,5,1,0,0
LK_5206065,156,4,22,28,27,29,33,8,3,1,1
LK_5206075,287,12,22,57,51,48,62,28,4,1,2
LK_5206010,200,10,24,48,49,38,16,10,2,2,1
LK_5206055,213,10,23,43,54,29,30,17,6,1,0
LK_5206040,376,43,35,54,73,46,60,37,15,7,6
LK_5206085,199,6,33,47,42,45,11,10,4,1,0
LK_5206050,247,10,28,56,61,40,27,18,7,0,0
LK_5206080,224,6,32,64,39,45,29,8,0,1,0
LK_5206045,212,21,25,48,46,41,20,6,5,0,0
LK_5209010,213,13,15,38,70,44,21,9,3,0,0
LK_5209075,320,52,86,75,47,32,17,7,3,1,0
LK_5209070,374,11,44,116,74,67,45,15,2,0,0
LK_5209005,77,9,21,16,19,8,4,0,0,0,0
LK_5209025,447,17,67,88,96,101,64,9,5,0,0
LK_5209065,424,25,60,103,73,57,72,22,11,1,0
LK_5209030,256,30,56,65,52,36,13,2,1,1,0
LK_5209080,485,94,122,141,60,40,21,6,1,0,0
LK_5209020,158,9,22,37,41,36,11,2,0,0,0
LK_5209085,352,21,35,59,146,45,26,14,2,3,1
LK_5209035,343,22,34,60,69,61,66,25,5,0,1
LK_5209015,160,7,43,44,34,24,5,2,0,0,1
LK_5209055,390,16,82,93,79,68,27,19,6,0,0
LK_5209060,442,31,80,110,101,51,50,15,3,1,0
LK_5209045,443,35,72,115,85,75,37,18,3,1,2
LK_5209050,247,21,52,54,54,41,15,7,2,1,0
LK_5209040,239,34,32,40,31,48,32,14,3,3,2
LK_5212105,310,40,30,57,66,72,34,9,1,1,0
LK_5212180,151,10,7,26,41,35,19,11,2,0,0
LK_5212170,541,16,21,74,114,133,115,46,13,8,1
LK_5212225,233,12,17,53,78,50,21,2,0,0,0
LK_5212075,169,10,35,64,32,21,6,1,0,0,0
LK_5212095,280,24,22,38,57,57,58,16,5,2,1
LK_5212055,605,19,46,117,131,161,92,31,7,1,0
LK_5212065,330,20,73,93,68,53,18,3,0,1,1
LK_5212115,118,9,3,11,53,26,10,5,1,0,0
LK_5212140,55,9,8,13,9,13,2,1,0,0,0
LK_5212185,369,21,46,63,81,75,53,23,5,2,0
LK_5212060,361,17,28,77,82,79,53,20,4,1,0
LK_5212240,152,7,20,26,30,37,22,6,4,0,0
LK_5212145,55,1,4,7,6,17,15,4,1,0,0
LK_5212070,160,15,42,48,32,18,3,1,1,0,0
LK_5212030,490,14,65,93,95,115,72,25,8,1,2
LK_5212085,533,49,63,101,99,122,67,24,7,1,0
LK_5212080,135,4,14,30,34,28,13,8,3,0,1
LK_5212125,161,5,6,25,34,39,32,15,5,0,0
LK_5212005,136,11,14,42,36,18,14,0,1,0,0
LK_5212025,303,24,21,43,101,84,25,4,0,1,0
LK_5212260,189,29,38,51,31,28,10,2,0,0,0
LK_5212160,164,20,9,41,42,29,17,4,2,0,0
LK_5212090,638,23,82,88,120,162,105,39,15,3,1
LK_5212040,199,7,16,32,48,50,32,9,5,0,0
LK_5212165,282,6,27,32,70,80,45,16,6,0,0
LK_5212045,171,8,18,32,50,54,9,0,0,0,0
LK_5212205,238,13,33,55,41,49,39,8,0,0,0
LK_5212110,117,2,3,12,39,34,17,6,3,1,0
LK_5212220,207,14,16,50,61,42,18,5,1,0,0
LK_5212035,390,16,34,50,65,89,83,38,11,3,1
LK_5212175,443,14,36,98,118,111,44,19,2,1,0
LK_5212020,113,2,5,15,47,28,12,2,2,0,0
LK_5212010,203,5,18,33,53,51,28,9,6,0,0
LK_5212200,416,16,56,80,119,87,47,7,3,0,1
LK_5212265,474,25,24,54,89,109,101,49,16,6,1
LK_5212100,188,6,12,43,39,40,25,17,6,0,0
LK_5212155,266,17,23,46,60,54,48,14,0,2,2
LK_5212210,285,59,17,31,70,85,18,3,2,0,0
LK_5212150,282,16,33,44,45,85,42,11,3,1,2
LK_5212215,296,21,46,71,60,64,23,9,2,0,0
LK_5212245,170,8,22,26,43,34,24,9,4,0,0
LK_5212190,358,14,29,57,99,81,55,20,1,1,1
LK_5212195,611,35,42,75,146,143,109,44,8,6,3
LK_5212275,201,5,12,48,44,39,23,20,5,4,1
LK_5212135,152,3,7,18,29,40,37,16,1,1,0
LK_5212270,540,14,42,90,124,149,87,24,6,3,1
LK_5212130,131,10,14,31,25,19,18,8,4,1,1
LK_5212230,325,4,24,49,72,72,77,22,3,2,0
LK_5212255,213,12,17,23,52,53,35,18,1,1,1
LK_5212235,163,10,12,32,33,36,22,12,4,2,0
LK_5212250,204,19,15,43,54,45,27,1,0,0,0
LK_5212015,206,6,11,33,60,60,27,5,3,1,0
LK_5212050,163,10,10,48,43,30,14,7,1,0,0
LK_5212120,294,5,19,48,75,76,47,15,8,0,1
LK_5215095,535,27,62,93,105,110,89,35,10,2,2
LK_5215090,354,27,68,87,74,70,24,1,3,0,0
LK_5215050,523,29,69,86,110,128,72,23,6,0,0
LK_5215075,395,16,30,78,107,95,50,13,5,1,0
LK_5215055,486,37,32,80,100,122,69,28,7,7,4
LK_5215070,394,24,47,68,98,102,31,20,3,0,1
LK_5215020,356,9,18,45,74,111,77,16,4,0,2
LK_5215100,316,9,34,57,67,62,45,30,9,0,3
LK_5215025,542,12,51,64,123,175,80,29,7,1,0
LK_5215105,467,15,47,129,112,69,66,17,9,3,0
LK_5215005,737,27,55,128,167,168,135,43,11,2,1
LK_5215080,401,22,35,69,92,90,56,28,7,1,1
LK_5215040,771,27,29,68,178,193,150,73,33,12,8
LK_5215085,374,9,32,70,78,97,59,24,2,2,1
LK_5215065,362,7,41,53,83,84,50,34,5,3,2
LK_5215060,320,12,36,39,64,66,45,40,11,5,2
LK_5215045,356,9,13,37,64,86,67,43,17,9,11
LK_5215110,335,12,20,61,54,77,75,27,8,0,1
LK_5215030,970,84,119,175,234,206,100,44,8,0,0
LK_5215035,795,37,66,124,165,209,124,41,14,10,5
LK_5215015,774,32,92,148,152,173,120,37,11,1,8
LK_5215010,377,19,30,59,98,91,52,20,6,1,1
LK_5216090,372,45,52,110,101,51,7,3,1,0,2
LK_5216055,134,2,13,30,52,37,0,0,0,0,0
LK_5216045,136,12,13,15,43,27,24,2,0,0,0
LK_5216080,255,44,13,41,92,54,8,1,1,1,0
LK_5216065,305,41,17,75,146,23,2,0,0,1,0
LK_5216095,298,49,18,37,66,107,11,9,0,0,1
LK_5216085,129,30,4,62,19,11,3,0,0,0,0
LK_5216040,367,22,26,29,90,105,86,9,0,0,0
LK_5216010,194,34,38,56,42,7,16,1,0,0,0
LK_5216075,171,19,49,12,56,30,4,0,0,0,1
LK_5216060,231,60,88,65,16,2,0,0,0,0,0
LK_5216015,235,62,18,29,47,48,20,7,1,0,3
LK_5216005,235,42,50,54,57,25,5,2,0,0,0
LK_5216025,285,84,49,85,54,10,1,1,0,0,1
LK_5216030,179,49,29,52,41,8,0,0,0,0,0
LK_5216070,138,26,3,5,93,10,0,0,1,0,0
LK_5216020,239,31,47,73,45,38,3,0,1,0,1
LK_5216035,237,21,6,41,94,47,26,2,0,0,0
LK_5216050,396,52,30,50,170,79,11,3,1,0,0
LK_5216100,232,11,10,27,80,81,15,6,2,0,0
LK_5218115,134,12,11,34,55,13,7,0,1,1,0
LK_5218175,450,147,37,139,98,27,1,0,0,0,1
LK_5218165,387,50,23,113,161,34,3,1,0,0,2
LK_5218070,189,2,3,11,88,58,17,3,2,4,1
LK_5218015,111,5,4,32,21,18,9,9,10,3,0
LK_5218075,354,24,17,56,103,98,27,19,6,2,2
LK_5218010,255,7,6,37,75,87,28,12,3,0,0
LK_5218135,380,30,32,91,134,74,13,2,0,2,2
LK_5218050,328,29,16,134,86,41,17,4,1,0,0
LK_5218130,267,30,15,46,114,42,16,4,0,0,0
LK_5218055,370,24,7,17,102,94,52,32,26,7,9
LK_5218140,338,52,20,96,128,36,6,0,0,0,0
LK_5218230,267,37,11,32,103,58,20,6,0,0,0
LK_5218235,295,14,14,50,110,63,31,8,3,1,1
LK_5218035,219,1,3,17,45,57,53,18,13,7,5
LK_5218155,297,40,30,70,136,16,5,0,0,0,0
LK_5218030,182,9,2,24,71,55,18,1,0,2,0
LK_5218150,256,26,10,31,143,39,6,1,0,0,0
LK_5218160,472,56,13,46,164,137,45,7,3,0,1
LK_5218255,130,19,17,16,48,20,10,0,0,0,0
LK_5218250,725,198,101,147,250,21,5,2,0,0,1
LK_5218210,261,51,35,124,43,6,1,1,0,0,0
LK_5218190,353,20,50,148,99,32,3,1,0,0,0
LK_5218215,104,23,25,30,23,2,0,0,0,0,1
LK_5218195,452,74,44,147,136,39,7,2,1,0,2
LK_5218100,290,28,12,32,116,85,10,2,3,1,1
LK_5218060,289,7,15,48,106,61,28,10,5,5,4
LK_5218105,315,24,12,70,137,48,22,1,1,0,0
LK_5218065,123,9,5,2,42,49,14,1,1,0,0
LK_5218045,193,8,6,36,50,40,29,11,8,0,5
LK_5218170,491,59,44,110,213,56,7,0,2,0,0
LK_5218120,143,11,17,21,61,24,5,2,1,0,1
LK_5218040,358,15,24,59,77,108,49,15,7,2,2
LK_5218125,175,13,4,12,85,41,16,4,0,0,0
LK_5218225,585,60,80,194,190,43,13,4,0,1,0
LK_5218095,313,26,40,110,105,24,4,1,2,1,0
LK_5218220,301,54,29,102,108,7,0,1,0,0,0
LK_5218145,551,61,59,104,210,93,17,4,2,1,0
LK_5218025,81,11,8,12,32,7,5,4,2,0,0
LK_5218005,122,7,7,20,70,13,5,0,0,0,0
LK_5218020,174,2,0,10,36,80,25,11,3,3,4
LK_5218080,210,7,3,11,67,59,31,14,11,3,4
LK_5218245,65,10,15,33,7,0,0,0,0,0,0
LK_5218110,140,1,7,22,78,28,4,0,0,0,0
LK_5218085,203,13,3,5,32,67,52,16,7,3,5
LK_5218090,304,22,6,29,107,97,29,6,1,4,3
LK_5218240,235,51,11,50,76,38,7,1,0,0,1
LK_5218180,582,140,41,101,238,53,7,2,0,0,0
LK_5218200,431,55,36,80,178,67,15,0,0,0,0
LK_5218185,339,22,18,71,90,75,40,15,6,1,1
LK_5218205,241,29,18,18,99,55,18,1,3,0,0
LK_5221020,752,46,47,133,290,133,99,3,0,1,0
LK_5221025,375,89,49,71,77,57,19,7,2,3,1
LK_5221005,536,11,2,131,330,49,11,1,1,0,0
LK_5221085,245,11,10,52,74,57,27,6,4,2,2
LK_5221130,205,12,52,33,65,30,7,5,1,0,0
LK_5221115,169,18,5,8,65,38,22,13,0,0,0
LK_5221135,321,17,8,26,151,69,36,8,1,3,2
LK_5221080,226,27,6,38,77,41,17,12,3,1,4
LK_5221110,226,38,42,59,65,14,5,1,2,0,0
LK_5221040,201,7,14,27,92,34,23,2,2,0,0
LK_5221065,206,10,3,58,35,97,2,1,0,0,0
LK_5221045,175,3,7,131,29,5,0,0,0,0,0
LK_5221060,270,23,39,109,34,33,19,9,2,0,2
LK_5221030,241,23,28,55,71,35,20,7,2,0,0
LK_5221055,173,5,16,47,54,36,12,3,0,0,0
LK_5221035,219,16,27,50,51,43,13,10,3,3,3
LK_5221050,444,30,27,142,146,68,16,10,1,2,2
LK_5221010,205,12,1,31,97,54,7,2,0,0,1
LK_5221015,360,25,7,36,150,103,26,9,3,1,0
LK_5221105,249,39,24,38,94,37,10,6,1,0,0
LK_5221090,246,39,33,97,51,15,6,2,1,2,0
LK_5221100,219,16,24,60,71,36,8,4,0,0,0
LK_5221095,309,34,21,79,112,46,15,1,0,0,1
LK_5221140,145,8,6,24,50,36,11,6,2,2,0
LK_5221075,107,3,2,24,25,20,20,6,4,1,2
LK_5221125,149,9,10,26,64,25,9,3,1,2,0
LK_5221070,254,5,6,2,155,69,9,6,2,0,0
LK_5221145,134,32,9,62,24,5,2,0,0,0,0
LK_5221120,246,16,2,20,72,101,24,7,3,0,1
LK_5224055,252,12,9,26,85,74,32,5,5,3,1
LK_5224050,209,16,9,44,81,49,6,0,1,0,3
LK_5224090,304,15,32,82,98,59,13,2,1,1,1
LK_5224095,161,9,8,19,43,45,28,6,2,1,0
LK_5224115,551,28,17,72,130,153,82,38,20,9,2
LK_5224035,296,12,8,39,107,66,40,14,6,2,2
LK_5224015,205,15,12,36,65,49,23,2,2,1,0
LK_5224030,365,11,21,41,108,98,54,24,3,0,5
LK_5224125,259,18,20,75,44,28,31,30,8,2,3
LK_5224135,235,20,11,60,51,48,35,6,2,2,0
LK_5224075,611,44,35,100,180,136,62,36,10,5,3
LK_5224070,284,30,19,59,78,96,2,0,0,0,0
LK_5224085,554,10,6,30,388,53,41,19,5,0,2
LK_5224130,242,22,16,65,61,59,13,4,0,1,1
LK_5224080,305,11,13,39,55,93,45,26,10,10,3
LK_5224040,895,32,64,216,381,139,42,11,5,2,3
LK_5224045,250,29,14,51,62,60,16,10,4,2,2
LK_5224025,965,47,39,100,220,274,188,62,14,14,7
LK_5224105,255,4,8,27,49,69,46,32,9,8,3
LK_5224020,256,6,5,14,37,57,70,44,8,7,8
LK_5224100,357,6,15,86,63,103,41,24,11,7,1
LK_5224060,232,11,8,21,52,79,49,5,3,3,1
LK_5224140,383,13,13,43,108,111,70,11,7,3,4
LK_5224065,251,25,2,23,117,47,34,3,0,0,0
LK_5224145,402,17,34,63,95,125,46,16,3,2,1
LK_5224010,235,13,5,9,60,121,20,6,1,0,0
LK_5224005,472,25,18,42,97,164,96,18,6,6,0
LK_5224110,239,14,1,15,25,60,70,37,13,2,2
LK_5224120,317,23,22,63,79,78,37,6,6,0,3
LK_5225070,379,19,28,51,78,122,60,15,3,2,1
LK_5225080,448,22,23,66,114,140,61,10,7,3,2
LK_5225015,474,17,21,62,121,144,68,24,7,6,4
LK_5225085,350,17,10,31,112,71,73,27,5,3,1
LK_5225010,436,15,16,61,132,163,41,6,1,1,0
LK_5225065,345,30,18,48,117,83,37,8,1,1,2
LK_5225045,345,7,7,18,151,83,45,21,8,3,2
LK_5225030,256,8,13,29,71,93,23,14,3,2,0
LK_5225050,316,9,14,36,98,98,45,9,4,2,1
LK_5225040,277,8,15,30,67,85,50,16,5,0,1
LK_5225055,437,23,15,56,171,84,59,21,6,0,2
LK_5225075,294,15,6,29,87,92,44,13,5,2,1
LK_5225060,239,13,9,30,60,73,36,11,4,3,0
LK_5225035,372,9,36,42,91,132,44,9,6,3,0
LK_5225025,260,4,10,23,58,55,63,30,15,0,2
LK_5225005,480,43,28,63,104,148,53,22,11,6,2
LK_5225020,324,11,20,43,105,93,46,4,2,0,0
LK_5227025,319,9,15,33,127,93,27,12,3,0,0
LK_5227045,134,7,7,27,24,37,15,8,7,1,1
LK_5227015,368,27,42,74,91,89,31,11,2,0,1
LK_5227020,300,17,14,34,100,103,26,5,1,0,0
LK_5227040,253,12,18,62,40,61,28,12,12,6,2
LK_5227010,339,14,24,68,89,85,47,11,1,0,0
LK_5227060,331,2,2,12,101,68,79,38,15,8,6
LK_5227050,182,1,3,8,29,57,40,16,12,7,9
LK_5227085,485,56,70,150,128,52,23,5,0,1,0
LK_5227035,145,6,4,13,65,43,10,3,1,0,0
LK_5227055,97,4,1,3,16,39,19,7,5,1,2
LK_5227030,112,3,0,41,59,7,1,0,0,1,0
LK_5227080,285,15,9,73,84,51,31,8,5,6,3
LK_5227065,285,13,19,53,123,49,15,7,4,2,0
LK_5227070,216,2,9,24,58,65,28,19,6,4,1
LK_5227005,328,27,18,31,50,152,46,4,0,0,0
LK_5227075,62,14,1,1,28,16,2,0,0,0,0
LK_5230055,213,7,2,26,65,19,21,54,11,7,1
LK_5230050,452,12,16,31,87,105,113,60,20,7,1
LK_5230090,135,17,8,60,31,17,0,0,1,0,1
LK_5230095,318,47,13,23,76,89,52,14,3,1,0
LK_5230120,240,40,17,34,124,21,3,1,0,0,0
LK_5230125,207,24,40,27,52,37,22,5,0,0,0
LK_5230005,150,2,0,4,13,27,78,19,4,2,1
LK_5230025,316,9,9,29,75,129,49,12,3,1,0
LK_5230100,401,44,24,49,105,96,58,19,4,1,1
LK_5230020,381,17,15,35,67,109,77,56,4,0,1
LK_5230105,163,5,5,18,47,52,32,1,1,2,0
LK_5230060,239,5,1,16,28,53,87,35,5,3,6
LK_5230045,421,25,16,23,84,120,104,38,6,4,1
LK_5230065,175,4,3,6,17,36,43,45,15,1,5
LK_5230040,257,7,0,19,38,107,61,11,5,5,4
LK_5230080,168,7,3,27,44,37,19,23,5,1,2
LK_5230085,129,5,3,12,23,41,32,12,1,0,0
LK_5230010,357,21,1,17,41,92,104,55,20,5,1
LK_5230075,315,21,15,24,84,82,65,19,4,1,0
LK_5230015,253,3,6,15,32,48,85,41,14,7,2
LK_5230070,530,38,33,108,141,173,29,7,1,0,0
LK_5230115,512,43,57,60,101,162,74,12,2,0,1
LK_5230030,210,3,3,11,15,51,71,37,12,5,2
LK_5230110,332,54,22,90,107,47,9,2,1,0,0
LK_5230035,192,4,2,5,16,29,67,45,10,7,7
LK_5233095,489,52,44,64,79,107,93,36,10,2,2
LK_5233090,532,75,50,105,163,98,29,11,1,0,0
LK_5233160,231,26,58,45,56,37,9,0,0,0,0
LK_5233015,330,31,22,42,98,72,51,11,1,2,0
LK_5233130,331,21,7,22,47,72,128,28,6,0,0
LK_5233010,315,140,18,77,53,14,10,1,1,1,0
LK_5233155,241,12,15,26,126,51,11,0,0,0,0
LK_5233050,307,67,27,81,75,33,19,4,1,0,0
LK_5233075,291,32,17,34,51,79,52,17,6,2,1
LK_5233055,451,54,69,101,131,58,26,8,1,0,3
LK_5233070,333,34,29,72,93,70,27,7,1,0,0
LK_5233110,223,17,0,8,53,54,67,17,2,4,1
LK_5233150,220,45,27,20,83,22,13,4,2,3,1
LK_5233030,101,4,3,7,8,45,19,7,4,3,1
LK_5233115,321,42,12,44,91,74,38,16,2,1,1
LK_5233035,464,42,28,80,181,102,28,3,0,0,0
LK_5233080,325,43,21,49,86,95,20,5,1,5,0
LK_5233085,370,28,16,61,85,85,38,29,21,6,1
LK_5233125,248,15,6,29,57,73,44,15,0,2,7
LK_5233100,265,18,17,79,60,56,29,4,1,0,1
LK_5233120,208,14,17,46,44,57,23,4,2,0,1
LK_5233005,322,6,18,78,86,68,47,17,2,0,0
LK_5233135,387,66,73,92,69,53,32,0,1,1,0
LK_5233065,406,34,12,57,120,136,38,7,2,0,0
LK_5233145,332,40,27,67,106,51,30,8,2,1,0
LK_5233060,265,24,15,26,35,87,41,31,5,0,1
LK_5233105,239,14,6,12,21,40,58,39,34,7,8
LK_5233140,427,48,28,93,129,95,24,7,2,0,1
LK_5233020,265,20,17,15,28,100,64,16,3,1,1
LK_5233045,309,54,25,52,69,39,59,9,2,0,0
LK_5233025,174,12,0,73,48,34,5,2,0,0,0
LK_5233040,101,44,7,10,38,2,0,0,0,0,0
LK_5234030,167,2,4,26,43,80,8,3,1,0,0
LK_5234020,230,23,9,30,47,99,20,2,0,0,0
LK_5234005,241,41,28,28,116,23,4,1,0,0,0
LK_5234025,118,5,2,6,9,49,29,13,3,1,1
LK_5234050,307,13,9,79,97,74,32,2,1,0,0
LK_5234015,300,72,28,77,90,28,3,1,1,0,0
LK_5234035,195,3,6,10,16,90,54,15,1,0,0
LK_5234055,275,25,19,20,79,105,24,1,1,1,0
LK_5234045,340,32,38,59,151,43,14,0,3,0,0
LK_5234040,455,45,36,35,135,109,73,17,3,1,1
LK_5234010,306,39,26,61,95,68,17,0,0,0,0
LK_5234060,386,34,16,41,164,97,25,7,2,0,0
LK_5236095,192,4,5,11,27,68,61,9,3,2,2
LK_5236090,291,13,6,18,92,107,40,11,2,2,0
LK_5236100,242,9,1,5,14,121,66,15,10,0,1
LK_5236060,331,23,16,58,84,125,22,1,1,1,0
LK_5236105,272,6,1,28,36,144,31,10,5,4,7
LK_5236065,318,31,25,47,114,64,26,10,1,0,0
LK_5236045,207,1,3,16,34,62,47,27,14,2,1
LK_5236120,406,31,20,45,99,198,9,3,0,1,0
LK_5236040,192,9,1,26,64,60,24,4,3,1,0
LK_5236125,262,18,7,46,41,120,18,4,2,2,4
LK_5236025,706,51,34,90,218,218,59,23,9,4,0
LK_5236140,290,22,4,43,91,71,47,8,1,1,2
LK_5236020,462,78,32,32,73,219,22,3,0,1,2
LK_5236080,279,5,7,58,100,92,11,4,2,0,0
LK_5236085,299,14,7,23,43,122,48,26,7,4,5
LK_5236115,309,15,4,20,77,145,37,6,2,1,2
LK_5236110,325,11,4,16,63,133,62,7,15,6,8
LK_5236070,280,14,10,26,61,85,50,26,3,2,3
LK_5236015,411,61,26,156,110,40,12,1,2,1,2
LK_5236075,386,25,25,86,96,89,49,10,5,1,0
LK_5236010,136,11,10,29,45,29,7,5,0,0,0
LK_5236135,576,66,31,89,206,87,72,19,5,1,0
LK_5236005,262,23,51,49,106,29,3,0,0,0,1
LK_5236050,543,66,40,126,171,121,15,1,2,1,0
LK_5236130,262,14,3,15,23,77,80,22,13,6,9
LK_5236055,646,80,48,145,179,127,38,18,6,3,2
LK_5236035,298,24,2,20,70,108,42,21,6,3,2
LK_5236030,340,14,15,62,98,138,10,1,0,0,2
LK_5239100,246,52,6,95,69,15,6,1,1,0,1
LK_5239040,165,43,3,112,4,2,0,1,0,0,0
LK_5239080,450,88,70,106,93,67,14,9,1,0,2
LK_5239085,438,76,40,105,113,64,29,9,0,1,1
LK_5239045,244,139,56,25,23,1,0,0,0,0,0
LK_5239010,156,23,6,25,43,29,19,4,2,4,1
LK_5239110,627,80,67,211,142,86,24,11,2,2,2
LK_5239070,52,3,9,17,18,4,1,0,0,0,0
LK_5239035,338,87,58,65,53,54,15,5,0,1,0
LK_5239030,150,13,13,29,39,27,14,6,6,0,3
LK_5239015,174,20,16,40,35,50,10,3,0,0,0
LK_5239105,188,53,89,41,3,2,0,0,0,0,0
LK_5239055,141,10,4,20,44,35,18,5,3,1,1
LK_5239075,425,86,62,133,83,41,13,4,2,1,0
LK_5239050,341,59,52,70,72,62,17,4,3,0,2
LK_5239090,402,44,43,232,47,16,13,2,3,0,2
LK_5239095,387,106,72,84,71,32,15,5,2,0,0
LK_5239065,287,21,28,39,69,89,29,9,2,0,1
LK_5239005,124,9,7,19,19,33,23,11,1,2,0
LK_5239060,196,37,8,32,39,29,31,8,8,2,2
